material_name,material_type,UTS_MPa,Elongation_pct,Elastic_Mod_MPa,Shear_Mod_MPa,Density_gcm3,Thermal_Cond,Brinell_Hard,Poisson_ratio,Max_Temp_F,Embodied_Energy,Mo_max,Ni_max,Fe_max,Ti_max,N_max
EN 1.4028 (X30Cr13) Stainless Steel,Iron Alloy,660.0,11.0,190000.0,76000.0,7.7,30.0,190.0,0.28,760.0,27.0,0.7,5.5,87.7,0.06,0.1
EN 1.4905 (X11CrMoWVNb9-11) Stainless Steel,Iron Alloy,740.0,19.0,190000.0,76000.0,7.9,26.0,190.0,0.28,660.0,40.0,1.1,0.4,88.8,0.06,0.09
UNS S42030 Stainless Steel,Iron Alloy,670.0,16.0,200000.0,76000.0,7.8,28.0,190.0,0.28,780.0,34.0,3.0,5.5,85.0,0.06,0.1
EN 1.4911 (X8CrCoNiMo10-6) Stainless Steel,Iron Alloy,1070.0,11.0,200000.0,76000.0,7.9,20.0,190.0,0.28,700.0,49.0,1.0,1.2,83.8,0.06,0.035
AISI 440B (S44003) Stainless Steel,Iron Alloy,740.0,3.0,200000.0,77000.0,7.7,23.0,190.0,0.28,870.0,31.0,0.75,5.5,83.3,0.06,0.1
AISI 416 (S41600) Stainless Steel,Iron Alloy,510.0,13.0,190000.0,76000.0,7.7,30.0,275.0,0.28,680.0,27.0,0.7,5.5,87.9,0.06,0.1
EN 1.4024 (X15Cr13) Stainless Steel,Iron Alloy,590.0,15.0,190000.0,76000.0,7.7,30.0,190.0,0.28,760.0,27.0,0.7,5.5,87.9,0.06,0.1
AISI 420 (S42000) Stainless Steel,Iron Alloy,690.0,8.0,190000.0,76000.0,7.7,27.0,190.0,0.28,620.0,28.0,0.5,0.75,87.9,0.06,0.1
EN 1.4104 (X14CrMoS17) Stainless Steel,Iron Alloy,630.0,11.0,200000.0,77000.0,7.7,25.0,190.0,0.28,860.0,30.0,0.6,5.5,84.1,0.06,0.1
AISI 416Se (S41623) Stainless Steel,Iron Alloy,540.0,23.0,190000.0,76000.0,7.7,30.0,230.0,0.28,760.0,27.0,0.7,5.5,87.9,0.06,0.1
EN 1.4110 (X55CrMo14) Stainless Steel,Iron Alloy,770.0,11.0,190000.0,76000.0,7.7,30.0,190.0,0.28,790.0,33.0,0.8,5.5,86.0,0.06,0.1
EN 1.4034 (X46Cr13) Stainless Steel,Iron Alloy,690.0,11.0,190000.0,76000.0,7.7,30.0,190.0,0.28,770.0,27.0,0.7,5.5,87.1,0.06,0.1
EN 1.3542 (X65Cr14) Stainless Bearing Steel,Iron Alloy,720.0,20.0,190000.0,76000.0,7.7,29.0,220.0,0.28,770.0,29.0,0.75,5.5,87.5,0.06,0.1
EN 1.4031 (X39Cr13) Stainless Steel,Iron Alloy,670.0,11.0,190000.0,76000.0,7.7,30.0,190.0,0.28,770.0,27.0,0.7,5.5,87.1,0.06,0.1
EN 1.4422 (X1CrNiMoCu12-5-2) Stainless Steel,Iron Alloy,850.0,17.0,200000.0,76000.0,7.9,16.0,190.0,0.28,760.0,37.0,1.8,5.0,83.5,0.06,0.02
EN 1.3543 (X108CrMo17) Stainless Bearing Steel,Iron Alloy,730.0,20.0,200000.0,76000.0,7.7,22.0,220.0,0.28,870.0,32.0,0.8,5.5,83.6,0.06,0.1
SAE-AISI 1340 (G13400) Carbon Steel,Iron Alloy,540.0,11.0,190000.0,72000.0,7.8,51.0,185.0,0.29,400.0,19.0,0.7,5.5,97.9,0.06,0.1
"SAE-AISI 1552 (formerly 1052,G15520) Carbon Steel",Iron Alloy,760.0,11.0,190000.0,72000.0,7.8,51.0,235.0,0.29,400.0,19.0,0.7,5.5,98.3,0.06,0.1
SAE-AISI 1132 (G11320) Carbon Steel,Iron Alloy,640.0,14.0,190000.0,73000.0,7.8,51.0,200.0,0.29,400.0,19.0,0.7,5.5,98.3,0.06,0.1
SAE-AISI 1144 (G11440) Carbon Steel,Iron Alloy,750.0,11.0,190000.0,72000.0,7.8,51.0,225.0,0.29,400.0,19.0,0.7,5.5,98.0,0.06,0.1
SAE-AISI 1108 (G11080) Carbon Steel,Iron Alloy,380.0,23.0,190000.0,73000.0,7.9,52.0,125.0,0.29,400.0,18.0,0.7,5.5,99.24,0.06,0.1
"SAE-AISI 1527 (formerly 1027,G15270) Carbon Steel",Iron Alloy,590.0,13.0,190000.0,73000.0,7.8,52.0,175.0,0.29,400.0,19.0,0.7,5.5,98.6,0.06,0.1
SAE-AISI 1137 (G11370) Carbon Steel,Iron Alloy,700.0,11.0,190000.0,73000.0,7.8,51.0,205.0,0.29,400.0,19.0,0.7,5.5,98.3,0.06,0.1
SAE-AISI 1146 (G11460) Carbon Steel,Iron Alloy,670.0,13.0,190000.0,72000.0,7.8,51.0,195.0,0.29,400.0,18.0,0.7,5.5,98.8,0.06,0.1
SAE-AISI 1140 (G11400) Carbon Steel,Iron Alloy,600.0,14.0,190000.0,72000.0,7.8,51.0,175.0,0.29,400.0,18.0,0.7,5.5,98.9,0.06,0.1
"SAE-AISI 1536 (formerly 1036,G15360) Carbon Steel",Iron Alloy,640.0,14.0,190000.0,73000.0,7.8,51.0,190.0,0.29,400.0,19.0,0.7,5.5,98.5,0.06,0.1
SAE-AISI 1335 (G13350) Carbon Steel,Iron Alloy,550.0,23.0,190000.0,73000.0,7.8,51.0,160.0,0.29,400.0,19.0,0.7,5.5,97.9,0.06,0.1
SAE-AISI 1117 (G11170) Carbon Steel,Iron Alloy,490.0,17.0,190000.0,73000.0,7.8,52.0,145.0,0.29,400.0,18.0,0.7,5.5,98.8,0.06,0.1
SAE-AISI 1212 (G12120) Carbon Steel,Iron Alloy,440.0,11.0,190000.0,73000.0,7.8,52.0,160.0,0.29,400.0,18.0,0.7,5.5,99.07,0.06,0.1
SAE-AISI 1141 (G11410) Carbon Steel,Iron Alloy,740.0,11.0,190000.0,72000.0,7.8,51.0,215.0,0.29,400.0,19.0,0.7,5.5,98.2,0.06,0.1
SAE-AISI 1345 (G13450) Carbon Steel,Iron Alloy,590.0,11.0,190000.0,72000.0,7.8,51.0,190.0,0.29,400.0,19.0,0.7,5.5,97.8,0.06,0.1
"SAE-AISI 1524 (formerly 1024,G15240) Carbon Steel",Iron Alloy,570.0,14.0,190000.0,73000.0,7.8,52.0,175.0,0.29,400.0,19.0,0.7,5.5,98.5,0.06,0.1
SAE-AISI 12L14 (G12144) Carbon Steel,Iron Alloy,440.0,11.0,190000.0,72000.0,7.9,51.0,155.0,0.29,400.0,18.0,0.7,5.5,98.7,0.06,0.1
"SAE-AISI 1541 (formerly 1041,G15410) Carbon Steel",Iron Alloy,720.0,11.0,190000.0,73000.0,7.8,52.0,215.0,0.29,400.0,19.0,0.7,5.5,98.3,0.06,0.1
"SAE-AISI 1547 (formerly 1047,G15470) Carbon Steel",Iron Alloy,740.0,11.0,190000.0,73000.0,7.8,51.0,210.0,0.29,400.0,19.0,0.7,5.5,98.2,0.06,0.1
SAE-AISI 1330 (G13300) Carbon Steel,Iron Alloy,520.0,11.0,190000.0,73000.0,7.8,51.0,180.0,0.29,400.0,19.0,0.7,5.5,98.0,0.06,0.1
SAE-AISI 1118 (G11180) Carbon Steel,Iron Alloy,490.0,13.0,190000.0,73000.0,7.8,52.0,140.0,0.29,400.0,19.0,0.7,5.5,98.5,0.06,0.1
SAE-AISI 1213 (G12130) Carbon Steel,Iron Alloy,440.0,11.0,190000.0,73000.0,7.8,51.0,165.0,0.29,400.0,18.0,0.7,5.5,99.0,0.06,0.1
"SAE-AISI 1548 (formerly 1048, 1.1226, G15480) Carbon Steel",Iron Alloy,730.0,11.0,190000.0,72000.0,7.8,51.0,235.0,0.29,400.0,19.0,0.7,5.5,98.5,0.06,0.1
SAE-AISI 1211 (G12110) Carbon Steel,Iron Alloy,430.0,11.0,190000.0,73000.0,7.9,52.0,160.0,0.29,400.0,18.0,0.7,5.5,99.23,0.06,0.1
SAE-AISI 1151 (G11510) Carbon Steel,Iron Alloy,710.0,11.0,190000.0,72000.0,7.8,51.0,215.0,0.29,400.0,18.0,0.7,5.5,98.7,0.06,0.1
Steel SAE 1015,Steel / Metal,421.0,39.0,207000.0,79000.0,7.86,,126.0,0.3,,,,,,,
Steel SAE 1015,Steel / Metal,424.0,37.0,207000.0,79000.0,7.86,,121.0,0.3,,,,,,,
Steel SAE 1015,Steel / Metal,386.0,37.0,207000.0,79000.0,7.86,,111.0,0.3,,,,,,,
Steel SAE 1020,Steel / Metal,448.0,36.0,207000.0,79000.0,7.86,,143.0,0.3,,,,,,,
Steel SAE 1020,Steel / Metal,441.0,35.8,207000.0,79000.0,7.86,,131.0,0.3,,,,,,,
Steel SAE 1020,Steel / Metal,395.0,36.5,207000.0,79000.0,7.86,,111.0,0.3,,,,,,,
Steel SAE 1022,Steel / Metal,503.0,35.0,207000.0,79000.0,7.86,,149.0,0.3,,,,,,,
Steel SAE 1022,Steel / Metal,483.0,34.0,207000.0,79000.0,7.86,,143.0,0.3,,,,,,,
Steel SAE 1022,Steel / Metal,450.0,35.0,207000.0,79000.0,7.86,,137.0,0.3,,,,,,,
Steel SAE 1030,Steel / Metal,552.0,32.0,207000.0,79000.0,7.86,,179.0,0.3,,,,,,,
Steel SAE 1030,Steel / Metal,517.0,32.0,207000.0,79000.0,7.86,,149.0,0.3,,,,,,,
Steel SAE 1030,Steel / Metal,464.0,31.0,207000.0,79000.0,7.86,,126.0,0.3,,,,,,,
Steel SAE 1030,Steel / Metal,848.0,17.0,207000.0,79000.0,7.86,,495.0,0.3,,,,,,,
Steel SAE 1040,Steel / Metal,621.0,25.0,207000.0,79000.0,7.86,,201.0,0.3,,,,,,,
Steel SAE 1040,Steel / Metal,590.0,28.0,207000.0,79000.0,7.86,,170.0,0.3,,,,,,,
Steel SAE 1040,Steel / Metal,519.0,30.0,207000.0,79000.0,7.86,,149.0,0.3,,,,,,,
Steel SAE 1040,Steel / Metal,779.0,19.0,207000.0,79000.0,7.86,,262.0,0.3,,,,,,,
Steel SAE 1050,Steel / Metal,724.0,20.0,207000.0,79000.0,7.86,,229.0,0.3,,,,,,,
Steel SAE 1050,Steel / Metal,748.0,20.0,207000.0,79000.0,7.86,,217.0,0.3,,,,,,,
Steel SAE 1050,Steel / Metal,636.0,23.7,207000.0,79000.0,7.86,,187.0,0.3,,,,,,,
Steel SAE 1050,Steel / Metal,979.0,14.0,207000.0,79000.0,7.86,,321.0,0.3,,,,,,,
Steel SAE 1060,Steel / Metal,814.0,17.0,207000.0,79000.0,7.86,,241.0,0.3,,,,,,,
Steel SAE 1060,Steel / Metal,776.0,18.0,207000.0,79000.0,7.86,,229.0,0.3,,,,,,,
Steel SAE 1060,Steel / Metal,626.0,22.5,207000.0,79000.0,7.86,,179.0,0.3,,,,,,,
Steel SAE 1060,Steel / Metal,1103.0,13.0,207000.0,79000.0,7.86,,321.0,0.3,,,,,,,
Steel SAE 1080,Steel / Metal,965.0,12.0,207000.0,79000.0,7.86,,293.0,0.3,,,,,,,
Steel SAE 1080,Steel / Metal,1010.0,11.0,207000.0,79000.0,7.86,,293.0,0.3,,,,,,,
Steel SAE 1080,Steel / Metal,615.0,24.7,207000.0,79000.0,7.86,,174.0,0.3,,,,,,,
Steel SAE 1080,Steel / Metal,1303.0,12.0,207000.0,79000.0,7.86,,388.0,0.3,,,,,,,
Steel SAE 1095,Steel / Metal,965.0,9.0,207000.0,79000.0,7.86,,293.0,0.3,,,,,,,
Steel SAE 1095,Steel / Metal,1014.0,9.5,207000.0,79000.0,7.86,,293.0,0.3,,,,,,,
Steel SAE 1095,Steel / Metal,657.0,13.0,207000.0,79000.0,7.86,,192.0,0.3,,,,,,,
Steel SAE 1095,Steel / Metal,1289.0,10.0,207000.0,79000.0,7.86,,401.0,0.3,,,,,,,
Steel SAE 1117,Steel / Metal,487.0,33.0,207000.0,79000.0,7.86,,143.0,0.3,,,,,,,
Steel SAE 1117,Steel / Metal,467.0,33.5,207000.0,79000.0,7.86,,137.0,0.3,,,,,,,
Steel SAE 1117,Steel / Metal,429.0,32.8,207000.0,79000.0,7.86,,121.0,0.3,,,,,,,
Steel SAE 1118,Steel / Metal,521.0,32.0,207000.0,79000.0,7.86,,149.0,0.3,,,,,,,
Steel SAE 1118,Steel / Metal,477.0,33.5,207000.0,79000.0,7.86,,143.0,0.3,,,,,,,
Steel SAE 1118,Steel / Metal,450.0,34.5,207000.0,79000.0,7.86,,131.0,0.3,,,,,,,
Steel SAE 1137,Steel / Metal,627.0,28.0,207000.0,79000.0,7.86,,192.0,0.3,,,,,,,
Steel SAE 1137,Steel / Metal,669.0,22.5,207000.0,79000.0,7.86,,197.0,0.3,,,,,,,
Steel SAE 1137,Steel / Metal,584.0,26.8,207000.0,79000.0,7.86,,174.0,0.3,,,,,,,
Steel SAE 1137,Steel / Metal,1082.0,5.0,207000.0,79000.0,7.86,,352.0,0.3,,,,,,,
Steel SAE 1141,Steel / Metal,676.0,22.0,207000.0,79000.0,7.86,,192.0,0.3,,,,,,,
Steel SAE 1141,Steel / Metal,707.0,22.7,207000.0,79000.0,7.86,,201.0,0.3,,,,,,,
Steel SAE 1141,Steel / Metal,598.0,25.5,207000.0,79000.0,7.86,,163.0,0.3,,,,,,,
Steel SAE 1141,Steel / Metal,1634.0,6.0,207000.0,79000.0,7.86,,461.0,0.3,,,,,,,
Steel SAE 1144,Steel / Metal,703.0,21.0,207000.0,79000.0,7.86,,212.0,0.3,,,,,,,
Steel SAE 1144,Steel / Metal,667.0,21.0,207000.0,79000.0,7.86,,197.0,0.3,,,,,,,
Steel SAE 1144,Steel / Metal,584.0,24.8,207000.0,79000.0,7.86,,167.0,0.3,,,,,,,
Steel SAE 1144,Steel / Metal,876.0,17.0,207000.0,79000.0,7.86,,277.0,0.3,,,,,,,
Steel SAE 1340,Steel / Metal,836.0,22.0,207000.0,79000.0,7.86,,248.0,0.3,,,,,,,
Steel SAE 1340,Steel / Metal,703.0,25.5,207000.0,79000.0,7.86,,207.0,0.3,,,,,,,
Steel SAE 1340,Steel / Metal,1806.0,11.0,207000.0,79000.0,7.86,,505.0,0.3,,,,,,,
Steel SAE 3140,Steel / Metal,891.0,19.7,207000.0,79000.0,7.86,,262.0,0.3,,,,,,,
Steel SAE 3140,Steel / Metal,689.0,24.5,207000.0,79000.0,7.86,,197.0,0.3,,,,,,,
Steel SAE 4037,Steel / Metal,1027.0,6.0,207000.0,79000.0,7.86,,310.0,0.3,,,,,,,
Steel SAE 4042,Steel / Metal,1800.0,12.0,207000.0,79000.0,7.86,,516.0,0.3,,,,,,,
Steel SAE 4130,Steel / Metal,669.0,25.5,207000.0,79000.0,7.86,,197.0,0.3,,,,,,,
Steel SAE 4130,Steel / Metal,560.0,28.2,207000.0,79000.0,7.86,,156.0,0.3,,,,,,,
Steel SAE 4130,Steel / Metal,1627.0,10.0,207000.0,79000.0,7.86,,467.0,0.3,,,,,,,
Steel SAE 4140,Steel / Metal,1020.0,17.7,207000.0,79000.0,7.86,,302.0,0.3,,,,,,,
Steel SAE 4140,Steel / Metal,655.0,25.7,207000.0,79000.0,7.86,,197.0,0.3,,,,,,,
Steel SAE 4140,Steel / Metal,1772.0,8.0,207000.0,79000.0,7.86,,510.0,0.3,,,,,,,
Steel SAE 4150,Steel / Metal,1155.0,11.7,207000.0,79000.0,7.86,,321.0,0.3,,,,,,,
Steel SAE 4150,Steel / Metal,729.0,20.2,207000.0,79000.0,7.86,,197.0,0.3,,,,,,,
Steel SAE 4150,Steel / Metal,1931.0,10.0,207000.0,79000.0,7.86,,530.0,0.3,,,,,,,
Steel SAE 4320,Steel / Metal,793.0,20.8,207000.0,79000.0,7.86,,235.0,0.3,,,,,,,
Steel SAE 4320,Steel / Metal,579.0,29.0,207000.0,79000.0,7.86,,163.0,0.3,,,,,,,
Steel SAE 4340,Steel / Metal,1279.0,12.2,207000.0,79000.0,7.86,,363.0,0.3,,,,,,,
Steel SAE 4340,Steel / Metal,745.0,22.0,207000.0,79000.0,7.86,,217.0,0.3,,,,,,,
Steel SAE 4340,Steel / Metal,1875.0,10.0,207000.0,79000.0,7.86,,520.0,0.3,,,,,,,
Steel SAE 4620,Steel / Metal,574.0,29.0,207000.0,79000.0,7.86,,174.0,0.3,,,,,,,
Steel SAE 4620,Steel / Metal,512.0,31.3,207000.0,79000.0,7.86,,149.0,0.3,,,,,,,
Steel SAE 4820,Steel / Metal,755.0,24.0,207000.0,79000.0,7.86,,229.0,0.3,,,,,,,
Steel SAE 4820,Steel / Metal,681.0,22.3,207000.0,79000.0,7.86,,197.0,0.3,,,,,,,
Steel SAE 5046,Steel / Metal,1744.0,9.0,207000.0,79000.0,7.86,,482.0,0.3,,,,,,,
Steel SAE 5130,Steel / Metal,1613.0,10.0,207000.0,79000.0,7.86,,475.0,0.3,,,,,,,
Steel SAE 5140,Steel / Metal,793.0,22.7,207000.0,79000.0,7.86,,229.0,0.3,,,,,,,
Steel SAE 5140,Steel / Metal,572.0,28.6,207000.0,79000.0,7.86,,167.0,0.3,,,,,,,
Steel SAE 5140,Steel / Metal,1793.0,9.0,207000.0,79000.0,7.86,,490.0,0.3,,,,,,,
Steel SAE 5150,Steel / Metal,870.0,20.7,207000.0,79000.0,7.86,,255.0,0.3,,,,,,,
Steel SAE 5150,Steel / Metal,676.0,22.0,207000.0,79000.0,7.86,,197.0,0.3,,,,,,,
Steel SAE 5150,Steel / Metal,1944.0,5.0,207000.0,79000.0,7.86,,525.0,0.3,,,,,,,
Steel SAE 5160,Steel / Metal,957.0,17.5,207000.0,79000.0,7.86,,269.0,0.3,,,,,,,
Steel SAE 5160,Steel / Metal,722.0,17.2,207000.0,79000.0,7.86,,197.0,0.3,,,,,,,
Steel SAE 5160,Steel / Metal,2220.0,4.0,207000.0,79000.0,7.86,,627.0,0.3,,,,,,,
Steel SAE 6150,Steel / Metal,939.0,21.8,207000.0,79000.0,7.86,,269.0,0.3,,,,,,,
Steel SAE 6150,Steel / Metal,667.0,23.0,207000.0,79000.0,7.86,,197.0,0.3,,,,,,,
Steel SAE 6150,Steel / Metal,1931.0,8.0,207000.0,79000.0,7.86,,538.0,0.3,,,,,,,
Steel SAE 8620,Steel / Metal,633.0,26.3,207000.0,79000.0,7.86,,183.0,0.3,,,,,,,
Steel SAE 8620,Steel / Metal,536.0,31.3,207000.0,79000.0,7.86,,149.0,0.3,,,,,,,
Steel SAE 8630,Steel / Metal,650.0,23.5,207000.0,79000.0,7.86,,187.0,0.3,,,,,,,
Steel SAE 8630,Steel / Metal,564.0,29.0,207000.0,79000.0,7.86,,156.0,0.3,,,,,,,
Steel SAE 8630,Steel / Metal,1641.0,9.0,207000.0,79000.0,7.86,,465.0,0.3,,,,,,,
Steel SAE 8640,Steel / Metal,1862.0,10.0,207000.0,79000.0,7.86,,505.0,0.3,,,,,,,
Steel SAE 8650,Steel / Metal,1024.0,14.0,207000.0,79000.0,7.86,,302.0,0.3,,,,,,,
Steel SAE 8650,Steel / Metal,715.0,22.5,207000.0,79000.0,7.86,,212.0,0.3,,,,,,,
Steel SAE 8650,Steel / Metal,1937.0,10.0,207000.0,79000.0,7.86,,525.0,0.3,,,,,,,
Steel SAE 8660,Steel / Metal,1634.0,13.0,207000.0,79000.0,7.86,,460.0,0.3,,,,,,,
Steel SAE 8740,Steel / Metal,929.0,16.0,207000.0,79000.0,7.86,,269.0,0.3,,,,,,,
Steel SAE 8740,Steel / Metal,695.0,22.2,207000.0,79000.0,7.86,,201.0,0.3,,,,,,,
Steel SAE 8740,Steel / Metal,1999.0,10.0,207000.0,79000.0,7.86,,578.0,0.3,,,,,,,
Steel SAE 9255,Steel / Metal,933.0,19.7,207000.0,79000.0,7.86,,269.0,0.3,,,,,,,
Steel SAE 9255,Steel / Metal,774.0,21.7,207000.0,79000.0,7.86,,229.0,0.3,,,,,,,
Steel SAE 9255,Steel / Metal,2103.0,1.0,207000.0,79000.0,7.86,,601.0,0.3,,,,,,,
Steel SAE 9260,Steel / Metal,1758.0,8.0,207000.0,79000.0,7.86,,470.0,0.3,,,,,,,
Steel SAE 9310,Steel / Metal,907.0,18.8,207000.0,79000.0,7.86,,269.0,0.3,,,,,,,
Steel SAE 9310,Steel / Metal,820.0,17.3,207000.0,79000.0,7.86,,241.0,0.3,,,,,,,
Steel SAE 30201,Steel / Metal,793.0,55.0,193000.0,743000.0,8.03,,170.0,0.3,,,,,,,
Steel SAE 30201,Steel / Metal,862.0,20.0,193000.0,743000.0,8.03,,170.0,0.3,,,,,,,
Steel SAE 30201,Steel / Metal,1034.0,10.0,193000.0,743000.0,8.03,,170.0,0.3,,,,,,,
Steel SAE 30201,Steel / Metal,1207.0,5.0,193000.0,743000.0,8.03,,170.0,0.3,,,,,,,
Steel SAE 30201,Steel / Metal,1276.0,4.0,193000.0,743000.0,8.03,,170.0,0.3,,,,,,,
Steel SAE 30202,Steel / Metal,724.0,55.0,193000.0,743000.0,8.03,,170.0,0.3,,,,,,,
Steel SAE 30202,Steel / Metal,862.0,12.0,193000.0,743000.0,8.03,,170.0,0.3,,,,,,,
Steel SAE 30301,Steel / Metal,758.0,60.0,193000.0,743000.0,8.03,,165.0,0.3,,,,,,,
Steel SAE 30301,Steel / Metal,862.0,25.0,193000.0,743000.0,8.03,,170.0,0.3,,,,,,,
Steel SAE 30301,Steel / Metal,1034.0,15.0,193000.0,743000.0,8.03,,170.0,0.3,,,,,,,
Steel SAE 30301,Steel / Metal,1207.0,12.0,193000.0,743000.0,8.03,,170.0,0.3,,,,,,,
Steel SAE 30301,Steel / Metal,1276.0,8.0,193000.0,743000.0,8.03,,170.0,0.3,,,,,,,
Steel SAE 30302,Steel / Metal,621.0,55.0,193000.0,743000.0,8.03,,155.0,0.3,,,,,,,
Steel SAE 30302B,Steel / Metal,655.0,50.0,193000.0,743000.0,8.03,,165.0,0.3,,,,,,,
Steel SAE 30303,Steel / Metal,621.0,50.0,193000.0,743000.0,8.03,,160.0,0.3,,,,,,,
Steel SAE 30304,Steel / Metal,586.0,55.0,193000.0,743000.0,8.03,,150.0,0.3,,,,,,,
Steel SAE 30304L,Steel / Metal,552.0,55.0,193000.0,743000.0,8.03,,140.0,0.3,,,,,,,
Steel SAE 30305,Steel / Metal,586.0,55.0,193000.0,743000.0,8.03,,156.0,0.3,,,,,,,
Steel SAE 30309,Steel / Metal,621.0,45.0,193000.0,743000.0,8.03,,165.0,0.3,,,,,,,
Steel SAE 30310,Steel / Metal,655.0,45.0,193000.0,743000.0,8.03,,170.0,0.3,,,,,,,
Steel SAE 30314,Steel / Metal,689.0,45.0,193000.0,743000.0,8.03,,170.0,0.3,,,,,,,
Steel SAE 30316L,Steel / Metal,538.0,55.0,193000.0,743000.0,8.03,,145.0,0.3,,,,,,,
Steel SAE 30321,Steel / Metal,600.0,55.0,193000.0,743000.0,8.03,,150.0,0.3,,,,,,,
Steel SAE 30347,Steel / Metal,634.0,50.0,193000.0,743000.0,8.03,,160.0,0.3,,,,,,,
Steel SAE 51403,Steel / Metal,517.0,30.0,200000.0,769000.0,8.03,,155.0,0.3,,,,,,,
Steel SAE 51403,Steel / Metal,1310.0,15.0,200000.0,769000.0,8.03,,390.0,0.3,,,,,,,
Steel SAE 51405,Steel / Metal,483.0,30.0,200000.0,769000.0,8.03,,150.0,0.3,,,,,,,
Steel SAE 51414,Steel / Metal,827.0,17.0,200000.0,769000.0,8.03,,235.0,0.3,,,,,,,
Steel SAE 51414,Steel / Metal,1379.0,15.0,200000.0,769000.0,8.03,,415.0,0.3,,,,,,,
Steel SAE 51420,Steel / Metal,655.0,25.0,200000.0,769000.0,8.03,,195.0,0.3,,,,,,,
Steel SAE 51420,Steel / Metal,1586.0,8.0,200000.0,769000.0,8.03,,500.0,0.3,,,,,,,
Steel SAE 51430F,Steel / Metal,552.0,25.0,200000.0,769000.0,8.03,,170.0,0.3,,,,,,,
Steel SAE 51431,Steel / Metal,862.0,20.0,200000.0,769000.0,8.03,,260.0,0.3,,,,,,,
Steel SAE 51431,Steel / Metal,1413.0,15.0,200000.0,769000.0,8.03,,415.0,0.3,,,,,,,
Steel SAE 51440A,Steel / Metal,724.0,20.0,200000.0,769000.0,8.03,,215.0,0.3,,,,,,,
Steel SAE 51440A,Steel / Metal,1793.0,5.0,200000.0,769000.0,8.03,,510.0,0.3,,,,,,,
Steel SAE 51440C,Steel / Metal,758.0,13.0,200000.0,769000.0,8.03,,230.0,0.3,,,,,,,
Steel SAE 51440C,Steel / Metal,1965.0,2.0,200000.0,769000.0,8.03,,580.0,0.3,,,,,,,
Steel SAE 51446,Steel / Metal,552.0,23.0,200000.0,769000.0,8.03,,170.0,0.3,,,,,,,
Steel SAE 51501,Steel / Metal,483.0,28.0,200000.0,769000.0,8.03,,160.0,0.3,,,,,,,
Copper Alloy C80100,Steel / Metal,172.0,40.0,108000.0,40000.0,8.93,,170.0,0.35,,,,,,,
High-Copper Alloy C81300,Steel / Metal,365.0,11.0,108000.0,40000.0,8.93,,170.0,0.35,,,,,,,
High-Copper Alloy C81500,Steel / Metal,352.0,17.0,108000.0,40000.0,8.93,,170.0,0.35,,,,,,,
High-Copper Alloy C81700,Steel / Metal,634.0,8.0,108000.0,40000.0,8.93,,170.0,0.35,,,,,,,
Red brass C83300,Steel / Metal,221.0,35.0,100000.0,37000.0,8.5,,170.0,0.34,,,,,,,
Red brass C83400,Steel / Metal,241.0,30.0,100000.0,37000.0,8.5,,170.0,0.34,,,,,,,
Red brass C83600,Steel / Metal,255.0,30.0,100000.0,37000.0,8.5,,170.0,0.34,,,,,,,
Red brass C83800,Steel / Metal,241.0,25.0,100000.0,37000.0,8.5,,170.0,0.34,,,,,,,
Semi-red Brass C84200,Steel / Metal,241.0,27.0,100000.0,37000.0,8.5,,170.0,0.34,,,,,,,
Semi-red Brass C84400,Steel / Metal,234.0,26.0,100000.0,37000.0,8.5,,170.0,0.34,,,,,,,
Semi-red Brass C84500,Steel / Metal,241.0,28.0,100000.0,37000.0,8.5,,170.0,0.34,,,,,,,
Yellow Brass C85200,Steel / Metal,262.0,35.0,100000.0,37000.0,8.5,,170.0,0.34,,,,,,,
Yellow Brass C85400,Steel / Metal,234.0,35.0,100000.0,37000.0,8.5,,170.0,0.34,,,,,,,
Yellow Brass C85500,Steel / Metal,414.0,40.0,100000.0,37000.0,8.5,,170.0,0.34,,,,,,,
Yellow Brass C85700,Steel / Metal,345.0,40.0,100000.0,37000.0,8.5,,170.0,0.34,,,,,,,
Yellow Brass C85800,Steel / Metal,379.0,15.0,100000.0,37000.0,8.5,,170.0,0.34,,,,,,,
Manganese Bronze C86100,Steel / Metal,655.0,20.0,120000.0,45000.0,8.8,,170.0,0.31,,,,,,,
Manganese Bronze C86300,Steel / Metal,793.0,15.0,120000.0,45000.0,8.8,,170.0,0.31,,,,,,,
Manganese Bronze C86400,Steel / Metal,448.0,20.0,120000.0,45000.0,8.8,,170.0,0.31,,,,,,,
Manganese Bronze C86500,Steel / Metal,490.0,30.0,120000.0,45000.0,8.8,,170.0,0.31,,,,,,,
Manganese Bronze C86700,Steel / Metal,586.0,20.0,120000.0,45000.0,8.8,,170.0,0.31,,,,,,,
Manganese Bronze C86800,Steel / Metal,565.0,22.0,120000.0,45000.0,8.8,,170.0,0.31,,,,,,,
Silicon Brass C87200,Steel / Metal,379.0,30.0,120000.0,45000.0,8.8,,170.0,0.31,,,,,,,
Silicon Bronze C87500,Steel / Metal,462.0,21.0,120000.0,45000.0,8.8,,170.0,0.31,,,,,,,
Silicon Bronze C87600,Steel / Metal,455.0,20.0,120000.0,45000.0,8.8,,170.0,0.31,,,,,,,
Silicon Bronze C87800,Steel / Metal,586.0,25.0,120000.0,45000.0,8.8,,170.0,0.31,,,,,,,
Silicon Bronze C87900,Steel / Metal,483.0,25.0,120000.0,45000.0,8.8,,170.0,0.31,,,,,,,
