material_name,material_type,UTS_MPa,Elongation_pct,Elastic_Mod_MPa,Shear_Mod_MPa,Density_gcm3,Thermal_Cond,Brinell_Hard,Poisson_ratio,Max_Temp_F,Embodied_Energy,Mo_max,Ni_max,Fe_max,Ti_max,N_max
AISI 317L (S31703) Stainless Steel,Iron Alloy,550.0,44.0,200000.0,82000.0,7.9,14.0,180.0,0.28,1010.0,59.0,4.0,15.0,68.0,0.06,0.1
EN 1.4646 (X6CrMnNiCuN18-12-4-2) Stainless Steel,Iron Alloy,750.0,34.0,200000.0,77000.0,7.7,39.0,220.0,0.28,910.0,41.0,0.5,4.5,67.3,0.06,0.3
UNS S32615 Stainless Steel,Iron Alloy,620.0,28.0,190000.0,75000.0,7.6,39.0,170.0,0.28,990.0,63.0,1.5,22.0,57.9,0.06,0.1
AISI 317LN (S31753) Stainless Steel,Iron Alloy,620.0,45.0,200000.0,79000.0,7.9,14.0,190.0,0.28,1010.0,59.0,4.0,15.0,67.9,0.06,0.22
EN 1.4319 (X5CrNi17-7) Stainless Steel,Iron Alloy,640.0,51.0,200000.0,77000.0,7.8,15.0,180.0,0.28,890.0,39.0,0.7,8.0,78.0,0.06,0.1
AISI 201LN (S20153) Stainless Steel,Iron Alloy,740.0,25.0,200000.0,77000.0,7.7,15.0,265.0,0.28,880.0,38.0,0.7,5.0,73.5,0.06,0.25
AISI 201 (S20100) Stainless Steel,Iron Alloy,650.0,4.6,200000.0,77000.0,7.7,15.0,320.0,0.28,880.0,38.0,0.7,5.5,75.0,0.06,0.25
AISI 316Ti (S31635) Stainless Steel,Iron Alloy,580.0,41.0,200000.0,82000.0,7.9,15.0,190.0,0.28,940.0,55.0,3.0,14.0,72.0,0.7,0.1
EN 1.4361 (X1CrNiSi18-15-4) Stainless Steel,Iron Alloy,630.0,43.0,190000.0,75000.0,7.6,14.0,200.0,0.28,940.0,52.0,0.2,16.0,65.8,0.06,0.1
EN 1.4376 (X8CrMnNi19-6-3) Stainless Steel,Iron Alloy,750.0,45.0,200000.0,77000.0,7.7,15.0,230.0,0.28,930.0,37.0,0.7,4.5,76.0,0.06,0.3
AISI 316 (S31600) Stainless Steel,Iron Alloy,520.0,8.0,200000.0,78000.0,7.9,15.0,260.0,0.28,590.0,53.0,3.0,14.0,72.0,0.06,0.1
AISI 347 (S34700) Stainless Steel,Iron Alloy,610.0,34.0,200000.0,77000.0,7.8,16.0,185.0,0.28,870.0,52.0,0.7,13.0,74.0,0.06,0.1
AISI 202 (S20200) Stainless Steel,Iron Alloy,700.0,14.0,200000.0,77000.0,7.7,15.0,255.0,0.28,910.0,40.0,0.7,6.0,71.5,0.06,0.25
AISI 310H (S31009) Stainless Steel,Iron Alloy,580.0,40.0,200000.0,79000.0,7.9,15.0,190.0,0.27,1100.0,61.0,0.7,22.0,57.0,0.06,0.1
EN 1.4406 (X2CrNiMoN17-11-2) Stainless Steel,Iron Alloy,680.0,42.0,200000.0,78000.0,7.9,15.0,220.0,0.28,950.0,51.0,2.5,12.5,71.4,0.06,0.22
UNS S30530 Stainless Steel,Iron Alloy,590.0,46.0,200000.0,77000.0,7.8,15.0,180.0,0.28,970.0,48.0,1.5,11.5,72.5,0.06,0.1
UNS S30601 (Alloy 611) Stainless Steel,Iron Alloy,660.0,37.0,190000.0,75000.0,7.6,39.0,190.0,0.28,950.0,55.0,0.2,18.0,60.5,0.06,0.05
EN 1.4910 (X3CrNiMoBN17-13-3) Stainless Steel,Iron Alloy,650.0,41.0,200000.0,78000.0,7.9,16.0,200.0,0.28,950.0,54.0,3.0,14.0,69.9,0.06,0.18
EN 1.4919 (X6CrNiMoB17-12-2) Stainless Steel,Iron Alloy,590.0,40.0,200000.0,78000.0,7.9,16.0,180.0,0.28,950.0,52.0,2.5,13.0,71.5,0.06,0.1
UNS S20433 Stainless Steel,Iron Alloy,630.0,46.0,200000.0,76000.0,7.7,15.0,190.0,0.28,900.0,39.0,0.7,5.5,72.4,0.06,0.25
AISI 303 (S30300) Stainless Steel,Iron Alloy,600.0,40.0,200000.0,77000.0,7.8,16.0,190.0,0.28,930.0,42.0,0.7,10.0,74.9,0.06,0.1
AISI 309S (S30908) Stainless Steel,Iron Alloy,580.0,42.0,200000.0,78000.0,7.8,15.0,190.0,0.27,1080.0,51.0,0.7,15.0,66.0,0.06,0.1
UNS S31727 Stainless Steel,Iron Alloy,630.0,40.0,200000.0,78000.0,8.0,39.0,190.0,0.28,1010.0,64.0,4.5,16.5,61.3,0.06,0.21
EN 1.4371 (X2CrMnNiN17-7-5) Stainless Steel,Iron Alloy,740.0,45.0,200000.0,77000.0,7.7,15.0,225.0,0.28,880.0,38.0,0.7,5.5,74.4,0.06,0.25
AISI 309H (S30909) Stainless Steel,Iron Alloy,580.0,40.0,200000.0,78000.0,7.8,15.0,190.0,0.27,1080.0,51.0,0.7,15.0,66.0,0.06,0.1
UNS S30441 Stainless Steel,Iron Alloy,580.0,45.0,200000.0,76000.0,7.8,15.0,170.0,0.28,940.0,50.0,0.7,10.5,71.7,0.06,0.1
EN 1.4436 (X3CrNiMo17-13-3) Stainless Steel,Iron Alloy,620.0,42.0,200000.0,78000.0,7.9,15.0,190.0,0.28,960.0,54.0,3.0,13.0,70.5,0.06,0.1
EN 1.4369 (X11CrNiMnN19-8-6) Stainless Steel,Iron Alloy,850.0,40.0,200000.0,77000.0,7.7,15.0,260.0,0.28,940.0,43.0,0.7,8.5,70.2,0.06,0.3
EN 1.4818 (X6CrNiSiNCe19-10) Stainless Steel,Iron Alloy,700.0,40.0,200000.0,77000.0,7.7,17.0,180.0,0.28,1050.0,44.0,0.7,11.0,71.8,0.06,0.2
EN 1.4306 (X2CrNi19-11) Stainless Steel,Iron Alloy,580.0,14.0,200000.0,77000.0,7.8,15.0,230.0,0.28,960.0,45.0,0.7,12.0,72.0,0.06,0.1
EN 1.4580 (X6CrNiMoNb17-12-2) Stainless Steel,Iron Alloy,620.0,40.0,200000.0,78000.0,7.9,15.0,200.0,0.28,950.0,60.0,2.5,13.5,71.0,0.06,0.1
EN 1.4550 (X6CrNiNb18-10) Stainless Steel,Iron Alloy,620.0,42.0,200000.0,77000.0,7.8,15.0,200.0,0.28,940.0,51.0,0.7,12.0,74.0,0.06,0.1
AISI 310MoLN (S31050) Stainless Steel,Iron Alloy,610.0,28.0,200000.0,80000.0,7.9,14.0,190.0,0.28,1100.0,70.0,2.6,23.5,53.8,0.06,0.15
EN 1.4835 (X9CrNiSiNCe21-11-2) Stainless Steel,Iron Alloy,750.0,43.0,200000.0,77000.0,7.7,15.0,180.0,0.28,1150.0,47.0,0.7,12.0,68.4,0.06,0.2
AISI 205 (S20500) Stainless Steel,Iron Alloy,800.0,11.0,200000.0,77000.0,7.6,39.0,325.0,0.28,880.0,37.0,0.7,1.7,68.1,0.06,0.4
AISI 304H (S30409) Stainless Steel,Iron Alloy,580.0,40.0,200000.0,77000.0,7.8,17.0,180.0,0.28,960.0,43.0,0.7,10.5,74.0,0.06,0.1
AISI 303Se (S30323) Stainless Steel,Iron Alloy,590.0,45.0,200000.0,77000.0,7.8,16.0,180.0,0.28,930.0,42.0,0.7,10.0,74.9,0.06,0.1
EN 1.4438 (X2CrNiMo18-15-4) Stainless Steel,Iron Alloy,620.0,41.0,200000.0,79000.0,7.9,14.0,180.0,0.28,1000.0,60.0,4.0,16.0,66.5,0.06,0.1
EN 1.4335 (X1CrNi25-21) Stainless Steel,Iron Alloy,570.0,45.0,200000.0,79000.0,7.9,14.0,170.0,0.27,1100.0,62.0,0.2,22.0,56.0,0.06,0.1
EN 1.4983 (X6CrNiMoTiB17-13) Stainless Steel,Iron Alloy,630.0,40.0,200000.0,78000.0,7.9,15.0,190.0,0.28,940.0,56.0,2.5,14.0,69.6,0.8,0.1
UNS S21600 (XM-17) Stainless Steel,Iron Alloy,710.0,46.0,200000.0,79000.0,7.7,39.0,200.0,0.28,990.0,50.0,3.0,7.0,67.8,0.06,0.5
EN 1.4841 (X15CrNiSi25-21) Stainless Steel,Iron Alloy,650.0,32.0,200000.0,78000.0,7.8,15.0,190.0,0.28,1150.0,62.0,0.7,22.0,55.5,0.06,0.1
"AISI 308L (S30880,ER308) Stainless Steel",Iron Alloy,580.0,34.0,200000.0,78000.0,7.8,15.0,170.0,0.28,1010.0,45.0,0.7,11.0,70.5,0.06,0.1
UNS S31655 Stainless Steel,Iron Alloy,710.0,39.0,200000.0,78000.0,7.8,15.0,210.0,0.28,1010.0,46.0,1.5,9.5,71.9,0.06,0.25
EN 1.4578 (X3CrNiCuMo17-11-3-2) Stainless Steel,Iron Alloy,550.0,51.0,200000.0,77000.0,7.9,14.0,190.0,0.28,930.0,51.0,2.5,11.0,68.5,0.06,0.1
EN 1.4374 (X8CrMnNiN18-9-5) Stainless Steel,Iron Alloy,800.0,40.0,200000.0,77000.0,7.7,15.0,230.0,0.28,920.0,42.0,0.5,6.0,67.9,0.06,0.32
AISI 309Cb (S30940) Stainless Steel,Iron Alloy,580.0,39.0,200000.0,78000.0,7.8,15.0,190.0,0.28,1090.0,59.0,0.7,16.0,66.0,0.06,0.1
AISI 301L (S30103) Stainless Steel,Iron Alloy,620.0,22.0,200000.0,77000.0,7.8,15.0,265.0,0.28,890.0,39.0,0.7,8.0,78.0,0.06,0.2
UNS S28200 Stainless Steel,Iron Alloy,870.0,45.0,200000.0,77000.0,7.6,39.0,260.0,0.28,900.0,41.0,1.3,5.5,64.1,0.06,0.6
EN 1.4615 (X3CrMnNiCu15-8-5-3) Stainless Steel,Iron Alloy,500.0,50.0,190000.0,76000.0,7.8,15.0,150.0,0.28,840.0,40.0,0.8,6.0,72.5,0.06,0.06
AISI 304LN (S30453) Stainless Steel,Iron Alloy,580.0,7.8,200000.0,77000.0,7.8,15.0,270.0,0.28,960.0,44.0,0.7,12.0,73.9,0.06,0.16
EN 1.4311 (X2CrNiN18-10) Stainless Steel,Iron Alloy,650.0,43.0,200000.0,77000.0,7.8,15.0,200.0,0.28,950.0,43.0,0.7,11.5,73.9,0.06,0.22
AISI 316L (S31603) Stainless Steel,Iron Alloy,530.0,9.0,200000.0,78000.0,7.9,15.0,260.0,0.28,870.0,53.0,3.0,14.0,72.0,0.06,0.1
UNS S30600 (310L NAG) Stainless Steel,Iron Alloy,610.0,45.0,190000.0,76000.0,7.6,14.0,180.0,0.28,950.0,51.0,0.2,15.5,65.3,0.06,0.1
UNS S82012 Stainless Steel,Iron Alloy,800.0,40.0,200000.0,78000.0,7.7,15.0,190.0,0.28,950.0,35.0,0.6,1.5,77.9,0.06,0.26
UNS S32101 Stainless Steel,Iron Alloy,740.0,34.0,200000.0,78000.0,7.7,15.0,260.0,0.28,1000.0,38.0,0.8,1.7,73.3,0.06,0.25
UNS S32506 Stainless Steel,Iron Alloy,710.0,21.0,200000.0,81000.0,7.8,16.0,270.0,0.27,1100.0,54.0,3.5,7.2,67.4,0.06,0.2
UNS S82122 Stainless Steel,Iron Alloy,680.0,34.0,200000.0,78000.0,7.7,15.0,260.0,0.28,990.0,37.0,0.6,2.5,75.4,0.06,0.2
UNS S32202 Stainless Steel,Iron Alloy,730.0,34.0,200000.0,79000.0,7.7,15.0,250.0,0.27,1030.0,37.0,0.45,2.8,77.3,0.06,0.26
UNS S82011 Stainless Steel,Iron Alloy,730.0,34.0,200000.0,78000.0,7.7,15.0,250.0,0.27,1010.0,37.0,1.0,2.0,76.3,0.06,0.27
EN 1.4162 (X2CrMnNiN21-5-1) Stainless Steel,Iron Alloy,780.0,32.0,200000.0,78000.0,7.7,15.0,250.0,0.28,1000.0,38.0,0.8,1.9,73.3,0.06,0.25
EN 1.4821 (X15CrNiSi25-4) Stainless Steel,Iron Alloy,730.0,18.0,200000.0,79000.0,7.6,17.0,200.0,0.27,1100.0,41.0,0.7,5.5,71.1,0.06,0.1
EN 1.4901 (X10CrWMoVNb9-2) Stainless Steel,Iron Alloy,740.0,19.0,190000.0,76000.0,7.9,26.0,190.0,0.28,650.0,40.0,0.6,0.4,89.1,0.01,0.07
UNS S32550 (Alloy 255) Stainless Steel,Iron Alloy,860.0,21.0,200000.0,80000.0,7.8,16.0,260.0,0.27,1100.0,53.0,3.9,6.5,67.0,0.06,0.25
EN 1.4062 (X2CrNiN22-2) Stainless Steel,Iron Alloy,770.0,23.0,200000.0,79000.0,7.7,15.0,190.0,0.27,1030.0,37.0,0.45,2.9,77.3,0.06,0.28
UNS S82121 Stainless Steel,Iron Alloy,730.0,28.0,200000.0,78000.0,7.7,15.0,250.0,0.27,1020.0,40.0,1.3,4.0,75.4,0.06,0.25
UNS S39277 Stainless Steel,Iron Alloy,930.0,28.0,200000.0,80000.0,7.9,16.0,250.0,0.27,1100.0,59.0,4.0,8.0,64.3,0.06,0.33
EN 1.4655 (X2CrNiCuN23-4) Stainless Steel,Iron Alloy,720.0,23.0,200000.0,78000.0,7.7,15.0,190.0,0.27,1050.0,41.0,0.6,5.5,73.4,0.06,0.2
EN 1.4507 (X2CrNiMoCuN25-6-3) Stainless Steel,Iron Alloy,840.0,25.0,200000.0,80000.0,7.8,15.0,230.0,0.27,1100.0,55.0,4.0,8.0,65.8,0.06,0.3
UNS S32760 (F55) Stainless Steel,Iron Alloy,850.0,28.0,200000.0,80000.0,7.9,15.0,250.0,0.27,1100.0,57.0,4.0,8.0,65.8,0.06,0.3
UNS S32808 Stainless Steel,Iron Alloy,780.0,17.0,210000.0,81000.0,7.9,14.0,270.0,0.27,1100.0,57.0,1.2,8.2,62.8,0.06,0.4
UNS S31260 Stainless Steel,Iron Alloy,790.0,23.0,200000.0,80000.0,7.8,16.0,260.0,0.27,1100.0,53.0,3.5,7.5,67.6,0.06,0.3
UNS S32750 (Alloy 2507) Stainless Steel,Iron Alloy,860.0,17.0,210000.0,81000.0,7.8,15.0,270.0,0.27,1100.0,56.0,5.0,8.0,66.8,0.06,0.32
EN 1.4362 (X2CrNiN23-4) Stainless Steel,Iron Alloy,730.0,25.0,200000.0,79000.0,7.7,15.0,230.0,0.27,1060.0,41.0,0.6,5.5,74.3,0.06,0.2
EN 1.4410 (X2CrNiMoN25-7-4) Stainless Steel,Iron Alloy,850.0,24.0,210000.0,81000.0,7.8,15.0,260.0,0.27,1100.0,56.0,4.5,8.0,66.8,0.06,0.35
EN 1.4877 (X6NiCrNbCe32-27) Stainless Steel,Iron Alloy,630.0,36.0,200000.0,79000.0,8.0,12.0,190.0,0.28,1150.0,89.0,0.7,33.0,42.3,0.06,0.1
EN 1.4669 (X2CrCuNiN23-2-2) Stainless Steel,Iron Alloy,780.0,28.0,200000.0,78000.0,7.7,15.0,260.0,0.27,1030.0,38.0,0.5,3.0,74.8,0.06,0.2
UNS S32304 (Alloy 2304) Stainless Steel,Iron Alloy,670.0,28.0,200000.0,79000.0,7.7,15.0,250.0,0.27,1050.0,40.0,0.6,5.5,75.4,0.06,0.2
UNS S32950 Stainless Steel,Iron Alloy,780.0,17.0,200000.0,80000.0,7.7,16.0,260.0,0.27,1100.0,47.0,2.5,5.2,69.4,0.06,0.35
EN 1.4482 (X2CrMnNiMoN21-5-3) Stainless Steel,Iron Alloy,770.0,34.0,200000.0,78000.0,7.7,15.0,190.0,0.28,980.0,38.0,0.6,3.5,74.9,0.06,0.2
EN 1.4462 (X2CrNiMoN22-5-3) Stainless Steel,Iron Alloy,780.0,26.0,200000.0,80000.0,7.8,15.0,240.0,0.27,1060.0,49.0,3.5,6.5,71.9,0.06,0.22
UNS S82441 Stainless Steel,Iron Alloy,760.0,28.0,200000.0,79000.0,7.7,15.0,250.0,0.27,1090.0,45.0,2.0,4.5,70.2,0.06,0.3
AISI 329 (S32900) Stainless Steel,Iron Alloy,710.0,17.0,200000.0,80000.0,7.7,16.0,240.0,0.27,1100.0,44.0,2.0,5.0,74.0,0.06,0.1
UNS S32001 Stainless Steel,Iron Alloy,690.0,28.0,200000.0,78000.0,7.7,15.0,190.0,0.28,970.0,37.0,0.6,3.0,75.5,0.06,0.17
UNS S31100 (XM-26) Stainless Steel,Iron Alloy,1000.0,4.5,200000.0,79000.0,7.7,16.0,270.0,0.27,1100.0,44.0,0.7,7.0,69.0,0.25,0.1
EN 1.4477 (X2CrNiMoN29-7-2) Stainless Steel,Iron Alloy,880.0,22.0,210000.0,81000.0,7.7,13.0,270.0,0.27,1100.0,52.0,2.6,7.5,63.6,0.06,0.4
UNS S32205 Stainless Steel,Iron Alloy,740.0,28.0,200000.0,80000.0,7.8,15.0,260.0,0.27,1070.0,50.0,3.5,6.5,70.4,0.06,0.2
UNS S39274 Stainless Steel,Iron Alloy,900.0,17.0,210000.0,81000.0,8.0,16.0,270.0,0.27,1100.0,60.0,3.5,8.0,65.6,0.06,0.32
EN 1.4424 (X2CrNiMoSi18-5-3) Stainless Steel,Iron Alloy,800.0,28.0,200000.0,78000.0,7.7,13.0,230.0,0.28,960.0,46.0,3.0,5.2,72.4,0.06,0.1
EN 1.4662 (X2CrNiMnMoCuN24-4-3-2) Stainless Steel,Iron Alloy,810.0,28.0,200000.0,79000.0,7.7,15.0,190.0,0.27,1090.0,45.0,2.0,4.5,70.2,0.06,0.3
UNS S82013 Stainless Steel,Iron Alloy,710.0,34.0,200000.0,78000.0,7.7,15.0,260.0,0.28,970.0,34.0,0.7,1.5,77.1,0.06,0.3
UNS S32906 Stainless Steel,Iron Alloy,850.0,28.0,210000.0,81000.0,7.7,13.0,270.0,0.27,1100.0,52.0,2.6,7.5,63.6,0.06,0.4
EN 1.4887 (X10NiCrSiNb35-22) Stainless Steel,Iron Alloy,580.0,45.0,200000.0,76000.0,8.0,12.0,170.0,0.28,1100.0,96.0,0.7,37.0,45.0,0.06,0.1
UNS S32003 Stainless Steel,Iron Alloy,730.0,28.0,200000.0,79000.0,7.8,15.0,250.0,0.27,1010.0,42.0,2.0,4.0,75.9,0.06,0.2
UNS S32520 Stainless Steel,Iron Alloy,860.0,28.0,200000.0,80000.0,7.8,15.0,270.0,0.27,1100.0,55.0,4.0,8.0,66.8,0.06,0.35
UNS S82031 Stainless Steel,Iron Alloy,780.0,39.0,200000.0,78000.0,7.7,15.0,190.0,0.28,980.0,39.0,1.4,4.0,78.3,0.06,0.24
EN 1.4501 (X2CrNiMoCuWN25-7-4) Stainless Steel,Iron Alloy,830.0,27.0,200000.0,80000.0,7.9,15.0,250.0,0.27,1100.0,57.0,4.0,8.0,65.8,0.06,0.3
AISI 312 (S31200) Stainless Steel,Iron Alloy,780.0,28.0,200000.0,80000.0,7.7,16.0,250.0,0.27,1100.0,48.0,2.0,6.5,69.2,0.06,0.2
UNS S81921 Stainless Steel,Iron Alloy,710.0,29.0,200000.0,79000.0,7.7,15.0,260.0,0.28,990.0,41.0,2.0,4.0,75.9,0.06,0.2
UNS S31803 Stainless Steel,Iron Alloy,710.0,29.0,200000.0,80000.0,7.8,16.0,260.0,0.27,1060.0,49.0,3.5,6.5,71.9,0.06,0.2
EN 1.4658 (X2CrNiMoCoN28-8-5-1) Stainless Steel,Iron Alloy,900.0,28.0,210000.0,81000.0,7.8,16.0,260.0,0.27,1100.0,61.0,5.0,9.5,63.7,0.06,0.5
EN 1.4460 (X3CrNiMoN27-5-2) Stainless Steel,Iron Alloy,750.0,21.0,200000.0,80000.0,7.7,15.0,220.0,0.27,1100.0,48.0,2.0,6.5,69.2,0.06,0.2
UNS S41425 (13-5-2) Stainless Steel,Iron Alloy,920.0,17.0,200000.0,77000.0,7.9,16.0,280.0,0.28,810.0,40.0,2.0,7.0,81.9,0.06,0.12
EN 1.4922 (X20CrMoV11-1) Stainless Steel,Iron Alloy,770.0,16.0,190000.0,76000.0,7.8,24.0,190.0,0.28,720.0,40.0,1.2,0.8,88.2,0.06,0.1
EN 1.4415 (X2CrNiMoV13-5-2) Stainless Steel,Iron Alloy,830.0,17.0,200000.0,77000.0,7.9,19.0,190.0,0.28,790.0,51.0,2.5,6.5,82.4,0.01,0.1
UNS S42300 (Alloy 619) Stainless Steel,Iron Alloy,1100.0,9.1,200000.0,77000.0,7.8,25.0,330.0,0.28,750.0,44.0,3.0,0.5,85.1,0.06,0.1
EN 1.4938 (X12CrNiMoV12-3) Stainless Steel,Iron Alloy,870.0,16.0,200000.0,76000.0,7.8,30.0,190.0,0.28,750.0,47.0,2.0,3.0,84.8,0.06,0.04
AISI 431 (S43100) Stainless Steel,Iron Alloy,890.0,15.0,200000.0,77000.0,7.7,26.0,250.0,0.28,850.0,31.0,0.7,2.5,83.8,0.06,0.1
EN 1.4021 (X20Cr13) Stainless Steel,Iron Alloy,630.0,11.0,190000.0,76000.0,7.7,30.0,190.0,0.28,760.0,27.0,0.7,5.5,87.8,0.06,0.1
EN 1.4418 (X4CrNiMo16-5-1) Stainless Steel,Iron Alloy,860.0,16.0,200000.0,77000.0,7.8,15.0,190.0,0.28,870.0,39.0,1.5,6.0,80.2,0.06,0.02
AISI 403 (S40300) Stainless Steel,Iron Alloy,530.0,16.0,190000.0,76000.0,7.8,28.0,215.0,0.28,740.0,27.0,0.7,0.6,88.5,0.06,0.1
"AISI 418 (Alloy 615,S41800) Stainless Steel",Iron Alloy,1100.0,17.0,200000.0,77000.0,8.0,25.0,330.0,0.28,770.0,41.0,0.5,2.2,83.6,0.06,0.1
EN 1.4125 (X105CrMo17) Stainless Steel,Iron Alloy,800.0,19.0,200000.0,77000.0,7.7,15.0,250.0,0.28,870.0,32.0,0.8,5.5,82.7,0.06,0.1
AISI 410 (S41000) Stainless Steel,Iron Alloy,520.0,16.0,190000.0,76000.0,7.7,30.0,215.0,0.28,710.0,27.0,0.7,0.75,88.4,0.06,0.1
EN 1.4112 (X90CrMoV18) Stainless Steel,Iron Alloy,750.0,20.0,200000.0,77000.0,7.7,15.0,230.0,0.28,910.0,37.0,1.3,5.5,81.2,0.06,0.1
"AISI 422 (Alloy 616,S42200) Stainless Steel",Iron Alloy,910.0,15.0,200000.0,76000.0,7.9,24.0,295.0,0.28,650.0,44.0,1.3,1.0,85.8,0.06,0.1
EN 1.4923 (X22CrMoV12-1) Stainless Steel,Iron Alloy,870.0,12.0,190000.0,76000.0,7.8,24.0,190.0,0.28,740.0,41.0,1.2,0.8,87.1,0.06,0.1
AISI 420F (S42020) Stainless Steel,Iron Alloy,740.0,18.0,190000.0,76000.0,7.7,25.0,230.0,0.28,760.0,28.0,0.5,5.5,87.6,0.06,0.1
EN 1.4935 (X20CrMoWV12-1) Stainless Steel,Iron Alloy,780.0,16.0,200000.0,76000.0,7.8,24.0,190.0,0.28,740.0,42.0,1.2,0.8,86.7,0.06,0.1
EN 1.4005 (X12CrS13) Stainless Steel,Iron Alloy,630.0,13.0,190000.0,76000.0,7.7,30.0,190.0,0.28,760.0,28.0,0.6,5.5,87.8,0.06,0.1
EN 1.4150 (X53CrSiMoVN16-2) Stainless Steel,Iron Alloy,730.0,20.0,190000.0,76000.0,7.6,23.0,220.0,0.28,840.0,42.0,0.4,0.4,82.8,0.06,0.2
ASTM A182 Grade F6b (S41026) Stainless Steel,Iron Alloy,850.0,18.0,190000.0,76000.0,7.8,25.0,260.0,0.28,750.0,30.0,0.6,2.0,87.1,0.06,0.1
EN 1.4109 (X70CrMo15) Stainless Steel,Iron Alloy,770.0,19.0,200000.0,76000.0,7.7,30.0,250.0,0.28,820.0,30.0,0.8,5.5,85.0,0.06,0.1
UNS S42010 Stainless Steel,Iron Alloy,590.0,18.0,200000.0,76000.0,7.7,29.0,190.0,0.28,800.0,30.0,0.85,0.85,85.6,0.06,0.1
EN 1.4313 (X3CrNiMo13-4) Stainless Steel,Iron Alloy,750.0,12.0,200000.0,76000.0,7.8,25.0,190.0,0.28,780.0,34.0,0.7,4.5,84.2,0.06,0.02
AISI 410S (S41008) Stainless Steel,Iron Alloy,480.0,25.0,190000.0,76000.0,7.7,30.0,160.0,0.28,740.0,27.0,0.7,0.6,88.5,0.06,0.1
AISI 440A (S44002) Stainless Steel,Iron Alloy,730.0,5.0,200000.0,77000.0,7.7,23.0,190.0,0.28,760.0,31.0,0.75,5.5,83.4,0.06,0.1
EN 1.4116 (X50CrMoV15) Stainless Steel,Iron Alloy,750.0,14.0,200000.0,76000.0,7.7,30.0,240.0,0.28,800.0,36.0,0.8,5.5,85.0,0.06,0.15
EN 1.4029 (X29CrS13) Stainless Steel,Iron Alloy,700.0,10.0,190000.0,76000.0,7.7,30.0,190.0,0.28,750.0,28.0,0.6,5.5,87.6,0.06,0.1
EN 1.4423 (X1CrNiMoCu12-7-3) Stainless Steel,Iron Alloy,850.0,17.0,200000.0,77000.0,7.9,16.0,190.0,0.28,780.0,43.0,2.8,7.0,80.5,0.06,0.02
EN 1.4123 (X40CrMoVN16-2) Stainless Bearing Steel,Iron Alloy,720.0,20.0,200000.0,77000.0,7.7,23.0,235.0,0.28,840.0,62.0,2.5,0.5,84.6,0.06,0.3
UNS S64512 (XM-32) Stainless Steel,Iron Alloy,1140.0,17.0,200000.0,76000.0,7.8,28.0,330.0,0.28,750.0,47.0,2.0,3.0,84.7,0.06,0.05
EN 1.4903 (X10CrMoVNb9-1) Stainless Steel,Iron Alloy,670.0,20.0,190000.0,75000.0,7.8,26.0,190.0,0.28,650.0,36.0,1.1,0.4,90.5,0.06,0.07
AISI 440C (S44004) Stainless Steel,Iron Alloy,710.0,2.0,200000.0,76000.0,7.7,22.0,190.0,0.28,870.0,31.0,0.75,5.5,83.1,0.06,0.1
EN 1.3541 (X47Cr14) Stainless Bearing Steel,Iron Alloy,710.0,20.0,190000.0,76000.0,7.7,30.0,220.0,0.28,770.0,27.0,0.7,5.5,87.5,0.06,0.1
EN 1.4006 (X12Cr13) Stainless Steel,Iron Alloy,590.0,16.0,190000.0,76000.0,7.7,30.0,190.0,0.28,740.0,27.0,0.7,0.75,88.4,0.06,0.1
EN 1.4419 (X38CrMo14) Stainless Steel,Iron Alloy,660.0,11.0,200000.0,76000.0,7.7,30.0,190.0,0.28,790.0,30.0,1.0,5.5,86.0,0.06,0.1
UNS S41003 (3CR12) Stainless Steel,Iron Alloy,520.0,21.0,190000.0,76000.0,7.8,27.0,200.0,0.28,720.0,27.0,0.7,1.5,89.5,0.06,0.03
EN 1.3549 (X89CrMoV18-1) Stainless Bearing Steel,Iron Alloy,730.0,20.0,200000.0,77000.0,7.7,21.0,220.0,0.28,910.0,37.0,1.3,5.5,82.0,0.06,0.1
EN 1.4122 (X39CrMo17-1) Stainless Steel,Iron Alloy,790.0,14.0,200000.0,77000.0,7.7,15.0,190.0,0.28,870.0,33.0,1.3,1.0,83.4,0.06,0.1
EN 1.4035 (X46CrS13) Stainless Steel,Iron Alloy,690.0,18.0,190000.0,76000.0,7.7,29.0,220.0,0.28,760.0,27.0,0.7,5.5,86.9,0.06,0.1
AISI 414 (S41400) Stainless Steel,Iron Alloy,900.0,17.0,190000.0,76000.0,7.8,25.0,190.0,0.28,750.0,29.0,0.7,2.5,87.3,0.06,0.1
EN 1.4057 (X17CrNi16-2) Stainless Steel,Iron Alloy,840.0,11.0,200000.0,77000.0,7.7,25.0,190.0,0.28,850.0,32.0,0.7,2.5,83.4,0.06,0.1
UNS S41041 Stainless Steel,Iron Alloy,910.0,17.0,190000.0,76000.0,7.8,29.0,240.0,0.28,740.0,31.0,0.2,0.5,87.8,0.06,0.1
EN 1.4913 (X19CrMoNbVN11-1) Stainless Steel,Iron Alloy,870.0,14.0,190000.0,75000.0,7.8,24.0,190.0,0.28,700.0,41.0,0.8,0.6,88.3,0.06,0.1
"AISI 410Cb (XM-30,S41040) Stainless Steel",Iron Alloy,550.0,15.0,190000.0,76000.0,7.7,27.0,235.0,0.28,730.0,29.0,0.7,5.5,89.0,0.06,0.1
AISI 415 (S41500) Stainless Steel,Iron Alloy,900.0,17.0,200000.0,76000.0,7.8,24.0,260.0,0.28,780.0,35.0,1.0,5.5,84.0,0.06,0.1
